chrom1,start1,end1,genes1,idx1,chrom2,start2,end2,genes2,idx2
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,77000000,77100000,FOXB2,114,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,97800000,97900000,"FOXE1,PTCSC2",116
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,113000000,113100000,ZNF883,209
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,113000000,113100000,ZNF883,209
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,113000000,113100000,ZNF883,209
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,113000000,113100000,ZNF883,209
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,113000000,113100000,ZNF883,209
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,113000000,113100000,ZNF883,209
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,113000000,113100000,ZNF883,209
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,113000000,113100000,ZNF883,209
chr9,77000000,77100000,FOXB2,114,chr9,113000000,113100000,ZNF883,209
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,113000000,113100000,ZNF883,209
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,113000000,113100000,ZNF883,209
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,122200000,122300000,LHX6,117
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,122200000,122300000,LHX6,117
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,122200000,122300000,LHX6,117
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,122200000,122300000,LHX6,117
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,122200000,122300000,LHX6,117
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,122200000,122300000,LHX6,117
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,122200000,122300000,LHX6,117
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,122200000,122300000,LHX6,117
chr9,77000000,77100000,FOXB2,114,chr9,122200000,122300000,LHX6,117
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,122200000,122300000,LHX6,117
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,122200000,122300000,LHX6,117
chr9,113000000,113100000,ZNF883,209,chr9,122200000,122300000,LHX6,117
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,77000000,77100000,FOXB2,114,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,113000000,113100000,ZNF883,209,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,122200000,122300000,LHX6,117,chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,77000000,77100000,FOXB2,114,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,113000000,113100000,ZNF883,209,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,122200000,122300000,LHX6,117,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118,chr9,132400000,132500000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,77000000,77100000,FOXB2,114,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,113000000,113100000,ZNF883,209,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,122200000,122300000,LHX6,117,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118,chr9,132500000,132600000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,800000,900000,"DMRT1,DMRT2,DMRT3",109,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,900000,1000000,"DMRT1,DMRT2,DMRT3",109,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,1000000,1100000,"DMRT1,DMRT2,DMRT3",109,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,14300000,14400000,"NFIB,AL136366.1",110,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,21900000,22000000,"CDKN2A,CDKN2A-DT,AL359922.1",111,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,37000000,37100000,"PAX5,AL161781.2",112,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68300000,68400000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,68400000,68500000,"PGM5,PGM5-AS1,AL161457.2",113,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,77000000,77100000,FOXB2,114,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,93900000,94000000,"BARX1,BARX1-DT",115,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,97800000,97900000,"FOXE1,PTCSC2",116,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,113000000,113100000,ZNF883,209,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,122200000,122300000,LHX6,117,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr9,126600000,126700000,"LMX1B,AL161908.1,AL161908.2",118,chr9,132600000,132700000,"TTF1,RNU5D-2P,CFAP77,BARHL1",119
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,128400000,128500000,"GATA2,GATA2-AS1",36
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,137700000,137800000,SOX14,37
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,137700000,137800000,SOX14,37
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,138900000,139000000,"FOXL2,FOXL2NB",38
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,138900000,139000000,"FOXL2,FOXL2NB",38
chr3,137700000,137800000,SOX14,37,chr3,138900000,139000000,"FOXL2,FOXL2NB",38
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39
chr3,137700000,137800000,SOX14,37,chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39
chr3,138900000,139000000,"FOXL2,FOXL2NB",38,chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,158000000,158100000,"SHOX2,RSRC1",40
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,158000000,158100000,"SHOX2,RSRC1",40
chr3,137700000,137800000,SOX14,37,chr3,158000000,158100000,"SHOX2,RSRC1",40
chr3,138900000,139000000,"FOXL2,FOXL2NB",38,chr3,158000000,158100000,"SHOX2,RSRC1",40
chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39,chr3,158000000,158100000,"SHOX2,RSRC1",40
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,169100000,169200000,MECOM,41
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,169100000,169200000,MECOM,41
chr3,137700000,137800000,SOX14,37,chr3,169100000,169200000,MECOM,41
chr3,138900000,139000000,"FOXL2,FOXL2NB",38,chr3,169100000,169200000,MECOM,41
chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39,chr3,169100000,169200000,MECOM,41
chr3,158000000,158100000,"SHOX2,RSRC1",40,chr3,169100000,169200000,MECOM,41
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,169600000,169700000,MECOM,42
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,169600000,169700000,MECOM,42
chr3,137700000,137800000,SOX14,37,chr3,169600000,169700000,MECOM,42
chr3,138900000,139000000,"FOXL2,FOXL2NB",38,chr3,169600000,169700000,MECOM,42
chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39,chr3,169600000,169700000,MECOM,42
chr3,158000000,158100000,"SHOX2,RSRC1",40,chr3,169600000,169700000,MECOM,42
chr3,169100000,169200000,MECOM,41,chr3,169600000,169700000,MECOM,42
chr3,27700000,27800000,"EOMES,LINC02084",35,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,128400000,128500000,"GATA2,GATA2-AS1",36,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,137700000,137800000,SOX14,37,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,138900000,139000000,"FOXL2,FOXL2NB",38,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,147300000,147400000,"ZIC1,ZIC4,ZIC4-AS1",39,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,158000000,158100000,"SHOX2,RSRC1",40,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,169100000,169200000,MECOM,41,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr3,169600000,169700000,MECOM,42,chr3,181700000,181800000,"SOX2,RF01954,SOX2-OT",43
chr2,27300000,27400000,GTF3C2,206,chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19
chr2,27300000,27400000,GTF3C2,206,chr2,45000000,45100000,SIX2,20
chr2,27300000,27400000,GTF3C2,206,chr2,63000000,63100000,OTX1,21
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,63000000,63100000,OTX1,21
chr2,45000000,45100000,SIX2,20,chr2,63000000,63100000,OTX1,21
chr2,27300000,27400000,GTF3C2,206,chr2,66500000,66600000,"MEIS1,LINC01798",22
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,66500000,66600000,"MEIS1,LINC01798",22
chr2,45000000,45100000,SIX2,20,chr2,66500000,66600000,"MEIS1,LINC01798",22
chr2,63000000,63100000,OTX1,21,chr2,66500000,66600000,"MEIS1,LINC01798",22
chr2,27300000,27400000,GTF3C2,206,chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23
chr2,45000000,45100000,SIX2,20,chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23
chr2,63000000,63100000,OTX1,21,chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23
chr2,27300000,27400000,GTF3C2,206,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,45000000,45100000,SIX2,20,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,63000000,63100000,OTX1,21,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,74400000,74500000,"INO80B,WBP1,MOGS",207
chr2,27300000,27400000,GTF3C2,206,chr2,113200000,113300000,PAX8,24
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,113200000,113300000,PAX8,24
chr2,45000000,45100000,SIX2,20,chr2,113200000,113300000,PAX8,24
chr2,63000000,63100000,OTX1,21,chr2,113200000,113300000,PAX8,24
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,113200000,113300000,PAX8,24
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,113200000,113300000,PAX8,24
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,113200000,113300000,PAX8,24
chr2,27300000,27400000,GTF3C2,206,chr2,118200000,118300000,THORLNC,25
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,118200000,118300000,THORLNC,25
chr2,45000000,45100000,SIX2,20,chr2,118200000,118300000,THORLNC,25
chr2,63000000,63100000,OTX1,21,chr2,118200000,118300000,THORLNC,25
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,118200000,118300000,THORLNC,25
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,118200000,118300000,THORLNC,25
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,118200000,118300000,THORLNC,25
chr2,113200000,113300000,PAX8,24,chr2,118200000,118300000,THORLNC,25
chr2,27300000,27400000,GTF3C2,206,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,45000000,45100000,SIX2,20,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,63000000,63100000,OTX1,21,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,113200000,113300000,PAX8,24,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,118200000,118300000,THORLNC,25,chr2,118800000,118900000,"EN1,LINC01956",26
chr2,27300000,27400000,GTF3C2,206,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,45000000,45100000,SIX2,20,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,63000000,63100000,OTX1,21,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,113200000,113300000,PAX8,24,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,118200000,118300000,THORLNC,25,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,170300000,170400000,"MYO3B,AC012594.1",27
chr2,27300000,27400000,GTF3C2,206,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,45000000,45100000,SIX2,20,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,63000000,63100000,OTX1,21,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,113200000,113300000,PAX8,24,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,118200000,118300000,THORLNC,25,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,170800000,170900000,"GAD1,AC007405.2",28
chr2,27300000,27400000,GTF3C2,206,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,45000000,45100000,SIX2,20,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,63000000,63100000,OTX1,21,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,113200000,113300000,PAX8,24,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,118200000,118300000,THORLNC,25,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,172000000,172100000,"DLX1,DLX2",29
chr2,27300000,27400000,GTF3C2,206,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,45000000,45100000,SIX2,20,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,63000000,63100000,OTX1,21,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,113200000,113300000,PAX8,24,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,118200000,118300000,THORLNC,25,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30
chr2,27300000,27400000,GTF3C2,206,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,45000000,45100000,SIX2,20,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,63000000,63100000,OTX1,21,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,113200000,113300000,PAX8,24,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,118200000,118300000,THORLNC,25,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,27300000,27400000,GTF3C2,206,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,45000000,45100000,SIX2,20,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
